publisher_group,title,language,count,pct
square_enix,Final Fantasy VII Rebirth,danish,2,0.0
square_enix,Final Fantasy VII Rebirth,dutch,8,0.2
square_enix,Final Fantasy VII Rebirth,english,2193,43.1
square_enix,Final Fantasy VII Rebirth,finnish,10,0.2
square_enix,Final Fantasy VII Rebirth,french,148,2.9
square_enix,Final Fantasy VII Rebirth,german,147,2.9
square_enix,Final Fantasy VII Rebirth,greek,1,0.0
square_enix,Final Fantasy VII Rebirth,hungarian,3,0.1
square_enix,Final Fantasy VII Rebirth,indonesian,2,0.0
square_enix,Final Fantasy VII Rebirth,italian,48,0.9
square_enix,Final Fantasy VII Rebirth,japanese,88,1.7
square_enix,Final Fantasy VII Rebirth,koreana,90,1.8
square_enix,Final Fantasy VII Rebirth,latam,67,1.3
square_enix,Final Fantasy VII Rebirth,norwegian,5,0.1
square_enix,Final Fantasy VII Rebirth,polish,38,0.7
square_enix,Final Fantasy VII Rebirth,portuguese,14,0.3
square_enix,Final Fantasy VII Rebirth,romanian,2,0.0
square_enix,Final Fantasy VII Rebirth,russian,145,2.9
square_enix,Final Fantasy VII Rebirth,schinese,1313,25.8
square_enix,Final Fantasy VII Rebirth,spanish,243,4.8
square_enix,Final Fantasy VII Rebirth,swedish,7,0.1
square_enix,Final Fantasy VII Rebirth,tchinese,108,2.1
square_enix,Final Fantasy VII Rebirth,thai,26,0.5
square_enix,Final Fantasy VII Rebirth,turkish,53,1.0
square_enix,Final Fantasy VII Rebirth,ukrainian,12,0.2
square_enix,Final Fantasy VII Rebirth,vietnamese,8,0.2
square_enix,Final Fantasy VII Remake Intergrade,brazilian,377,7.6
square_enix,Final Fantasy VII Remake Intergrade,czech,10,0.2
square_enix,Final Fantasy VII Remake Intergrade,danish,4,0.1
square_enix,Final Fantasy VII Remake Intergrade,dutch,8,0.2
square_enix,Final Fantasy VII Remake Intergrade,english,2051,41.3
square_enix,Final Fantasy VII Remake Intergrade,finnish,5,0.1
square_enix,Final Fantasy VII Remake Intergrade,french,130,2.6
square_enix,Final Fantasy VII Remake Intergrade,german,102,2.1
square_enix,Final Fantasy VII Remake Intergrade,greek,3,0.1
square_enix,Final Fantasy VII Remake Intergrade,hungarian,3,0.1
square_enix,Final Fantasy VII Remake Intergrade,indonesian,3,0.1
square_enix,Final Fantasy VII Remake Intergrade,italian,44,0.9
square_enix,Final Fantasy VII Remake Intergrade,japanese,53,1.1
square_enix,Final Fantasy VII Remake Intergrade,koreana,80,1.6
square_enix,Final Fantasy VII Remake Intergrade,latam,86,1.7
square_enix,Final Fantasy VII Remake Intergrade,norwegian,2,0.0
square_enix,Final Fantasy VII Remake Intergrade,polish,50,1.0
square_enix,Final Fantasy VII Remake Intergrade,portuguese,20,0.4
square_enix,Final Fantasy VII Remake Intergrade,russian,136,2.7
square_enix,Final Fantasy VII Remake Intergrade,schinese,1364,27.4
square_enix,Final Fantasy VII Remake Intergrade,spanish,264,5.3
square_enix,Final Fantasy VII Remake Intergrade,swedish,5,0.1
square_enix,Final Fantasy VII Remake Intergrade,tchinese,71,1.4
square_enix,Final Fantasy VII Remake Intergrade,thai,27,0.5
square_enix,Final Fantasy VII Remake Intergrade,turkish,54,1.1
square_enix,Final Fantasy VII Remake Intergrade,ukrainian,14,0.3
square_enix,Final Fantasy VII Remake Intergrade,vietnamese,5,0.1
square_enix,Final Fantasy XIV Online,brazilian,286,5.6
square_enix,Final Fantasy XIV Online,bulgarian,1,0.0
square_enix,Final Fantasy XIV Online,czech,15,0.3
square_enix,Final Fantasy XIV Online,danish,2,0.0
square_enix,Final Fantasy XIV Online,dutch,15,0.3
square_enix,Final Fantasy XIV Online,english,3867,76.2
square_enix,Final Fantasy XIV Online,finnish,6,0.1
square_enix,Final Fantasy XIV Online,french,195,3.8
square_enix,Final Fantasy XIV Online,german,231,4.6
square_enix,Final Fantasy XIV Online,hungarian,3,0.1
square_enix,Final Fantasy XIV Online,italian,26,0.5
square_enix,Final Fantasy XIV Online,japanese,52,1.0
square_enix,Final Fantasy XIV Online,koreana,5,0.1
square_enix,Final Fantasy XIV Online,latam,36,0.7
square_enix,Final Fantasy XIV Online,norwegian,3,0.1
square_enix,Final Fantasy XIV Online,polish,35,0.7
square_enix,Final Fantasy XIV Online,portuguese,13,0.3
square_enix,Final Fantasy XIV Online,russian,96,1.9
square_enix,Final Fantasy XIV Online,schinese,14,0.3
square_enix,Final Fantasy XIV Online,spanish,102,2.0
square_enix,Final Fantasy XIV Online,swedish,13,0.3
square_enix,Final Fantasy XIV Online,tchinese,12,0.2
square_enix,Final Fantasy XIV Online,turkish,37,0.7
square_enix,Final Fantasy XIV Online,ukrainian,10,0.2
square_enix,Final Fantasy XVI,brazilian,329,6.6
square_enix,Final Fantasy XVI,bulgarian,1,0.0
square_enix,Final Fantasy XVI,czech,7,0.1
square_enix,Final Fantasy XVI,danish,2,0.0
square_enix,Final Fantasy XVI,dutch,14,0.3
square_enix,Final Fantasy XVI,english,2392,48.0
square_enix,Final Fantasy XVI,finnish,4,0.1
square_enix,Final Fantasy XVI,french,142,2.9
square_enix,Final Fantasy XVI,german,150,3.0
square_enix,Final Fantasy XVI,greek,3,0.1
square_enix,Final Fantasy XVI,hungarian,4,0.1
square_enix,Final Fantasy XVI,indonesian,8,0.2
square_enix,Final Fantasy XVI,italian,66,1.3
square_enix,Final Fantasy XVI,japanese,122,2.4
square_enix,Final Fantasy XVI,koreana,172,3.5
square_enix,Final Fantasy XVI,latam,105,2.1
square_enix,Final Fantasy XVI,norwegian,3,0.1
square_enix,Final Fantasy XVI,polish,72,1.4
square_enix,Final Fantasy XVI,portuguese,10,0.2
square_enix,Final Fantasy XVI,russian,112,2.2
square_enix,Final Fantasy XVI,schinese,817,16.4
square_enix,Final Fantasy XVI,spanish,256,5.1
square_enix,Final Fantasy XVI,swedish,4,0.1
square_enix,Final Fantasy XVI,tchinese,87,1.7
square_enix,Final Fantasy XVI,thai,23,0.5
square_enix,Final Fantasy XVI,turkish,47,0.9
square_enix,Final Fantasy XVI,ukrainian,25,0.5
square_enix,Final Fantasy XVI,vietnamese,4,0.1
square_enix,Forspoken,brazilian,123,2.5
square_enix,Forspoken,bulgarian,1,0.0
square_enix,Forspoken,czech,23,0.5
square_enix,Forspoken,danish,5,0.1
square_enix,Forspoken,dutch,23,0.5
square_enix,Forspoken,english,2726,54.7
square_enix,Forspoken,finnish,4,0.1
square_enix,Forspoken,french,328,6.6
square_enix,Forspoken,german,482,9.7
square_enix,Forspoken,greek,6,0.1
square_enix,Forspoken,hungarian,16,0.3
square_enix,Forspoken,indonesian,1,0.0
square_enix,Forspoken,italian,113,2.3
square_enix,Forspoken,japanese,116,2.3
square_enix,Forspoken,koreana,115,2.3
square_enix,Forspoken,latam,23,0.5
square_enix,Forspoken,norwegian,7,0.1
square_enix,Forspoken,polish,56,1.1
square_enix,Forspoken,portuguese,11,0.2
square_enix,Forspoken,romanian,2,0.0
square_enix,Forspoken,russian,119,2.4
square_enix,Forspoken,schinese,369,7.4
square_enix,Forspoken,spanish,141,2.8
square_enix,Forspoken,swedish,10,0.2
square_enix,Forspoken,tchinese,80,1.6
square_enix,Forspoken,thai,20,0.4
square_enix,Forspoken,turkish,48,1.0
square_enix,Forspoken,ukrainian,16,0.3
square_enix,Forspoken,vietnamese,2,0.0
square_enix,Marvel's Avengers,brazilian,517,10.4
square_enix,Marvel's Avengers,bulgarian,1,0.0
square_enix,Marvel's Avengers,czech,40,0.8
square_enix,Marvel's Avengers,danish,11,0.2
square_enix,Marvel's Avengers,dutch,12,0.2
square_enix,Marvel's Avengers,english,1677,33.6
square_enix,Marvel's Avengers,finnish,1,0.0
square_enix,Marvel's Avengers,french,101,2.0
square_enix,Marvel's Avengers,german,85,1.7
square_enix,Marvel's Avengers,greek,2,0.0
square_enix,Marvel's Avengers,hungarian,12,0.2
square_enix,Marvel's Avengers,indonesian,6,0.1
square_enix,Marvel's Avengers,italian,41,0.8
square_enix,Marvel's Avengers,japanese,10,0.2
square_enix,Marvel's Avengers,koreana,66,1.3
square_enix,Marvel's Avengers,latam,82,1.6
square_enix,Marvel's Avengers,polish,138,2.8
square_enix,Marvel's Avengers,portuguese,16,0.3
square_enix,Marvel's Avengers,romanian,6,0.1
square_enix,Marvel's Avengers,russian,423,8.5
square_enix,Marvel's Avengers,schinese,1097,22.0
square_enix,Marvel's Avengers,spanish,230,4.6
square_enix,Marvel's Avengers,swedish,7,0.1
square_enix,Marvel's Avengers,tchinese,37,0.7
square_enix,Marvel's Avengers,thai,27,0.5
square_enix,Marvel's Avengers,turkish,304,6.1
square_enix,Marvel's Avengers,ukrainian,33,0.7
square_enix,Marvel's Avengers,vietnamese,3,0.1
square_enix,NieR Replicant,brazilian,217,4.4
square_enix,NieR Replicant,czech,7,0.1
square_enix,NieR Replicant,danish,2,0.0
square_enix,NieR Replicant,dutch,1,0.0
square_enix,NieR Replicant,english,2708,54.3
square_enix,NieR Replicant,finnish,4,0.1
square_enix,NieR Replicant,french,190,3.8
square_enix,NieR Replicant,german,101,2.0
square_enix,NieR Replicant,greek,4,0.1
square_enix,NieR Replicant,hungarian,4,0.1
square_enix,NieR Replicant,italian,53,1.1
square_enix,NieR Replicant,japanese,97,1.9
square_enix,NieR Replicant,koreana,124,2.5
square_enix,NieR Replicant,latam,122,2.4
square_enix,NieR Replicant,polish,40,0.8
square_enix,NieR Replicant,portuguese,7,0.1
square_enix,NieR Replicant,romanian,1,0.0
square_enix,NieR Replicant,russian,238,4.8
square_enix,NieR Replicant,schinese,512,10.3
square_enix,NieR Replicant,spanish,333,6.7
square_enix,NieR Replicant,swedish,1,0.0
square_enix,NieR Replicant,tchinese,86,1.7
square_enix,NieR Replicant,thai,10,0.2
square_enix,NieR Replicant,turkish,73,1.5
square_enix,NieR Replicant,ukrainian,47,0.9
square_enix,NieR Replicant,vietnamese,5,0.1
square_enix,NieR: Automata,brazilian,331,6.6
square_enix,NieR: Automata,bulgarian,2,0.0
square_enix,NieR: Automata,czech,5,0.1
square_enix,NieR: Automata,danish,2,0.0
square_enix,NieR: Automata,dutch,4,0.1
square_enix,NieR: Automata,english,2224,44.6
square_enix,NieR: Automata,finnish,5,0.1
square_enix,NieR: Automata,french,127,2.5
square_enix,NieR: Automata,german,86,1.7
square_enix,NieR: Automata,greek,1,0.0
square_enix,NieR: Automata,hungarian,6,0.1
square_enix,NieR: Automata,indonesian,4,0.1
square_enix,NieR: Automata,italian,47,0.9
square_enix,NieR: Automata,japanese,60,1.2
square_enix,NieR: Automata,koreana,101,2.0
square_enix,NieR: Automata,latam,150,3.0
square_enix,NieR: Automata,norwegian,1,0.0
square_enix,NieR: Automata,polish,71,1.4
square_enix,NieR: Automata,portuguese,4,0.1
square_enix,NieR: Automata,romanian,2,0.0
square_enix,NieR: Automata,russian,524,10.5
square_enix,NieR: Automata,schinese,577,11.6
square_enix,NieR: Automata,spanish,418,8.4
square_enix,NieR: Automata,swedish,4,0.1
square_enix,NieR: Automata,tchinese,50,1.0
square_enix,NieR: Automata,thai,17,0.3
square_enix,NieR: Automata,turkish,85,1.7
square_enix,NieR: Automata,ukrainian,67,1.3
square_enix,NieR: Automata,vietnamese,12,0.2
square_enix,Octopath Traveler,brazilian,101,2.0
square_enix,Octopath Traveler,bulgarian,1,0.0
square_enix,Octopath Traveler,czech,2,0.0
square_enix,Octopath Traveler,danish,1,0.0
square_enix,Octopath Traveler,dutch,4,0.1
square_enix,Octopath Traveler,english,2008,40.3
square_enix,Octopath Traveler,finnish,5,0.1
square_enix,Octopath Traveler,french,117,2.4
square_enix,Octopath Traveler,german,109,2.2
square_enix,Octopath Traveler,hungarian,2,0.0
square_enix,Octopath Traveler,indonesian,3,0.1
square_enix,Octopath Traveler,italian,39,0.8
square_enix,Octopath Traveler,japanese,223,4.5
square_enix,Octopath Traveler,koreana,338,6.8
square_enix,Octopath Traveler,latam,43,0.9
square_enix,Octopath Traveler,norwegian,3,0.1
square_enix,Octopath Traveler,polish,22,0.4
square_enix,Octopath Traveler,portuguese,2,0.0
square_enix,Octopath Traveler,russian,18,0.4
square_enix,Octopath Traveler,schinese,1489,29.9
square_enix,Octopath Traveler,spanish,218,4.4
square_enix,Octopath Traveler,swedish,6,0.1
square_enix,Octopath Traveler,tchinese,174,3.5
square_enix,Octopath Traveler,thai,35,0.7
square_enix,Octopath Traveler,turkish,8,0.2
square_enix,Octopath Traveler,ukrainian,2,0.0
square_enix,Octopath Traveler,vietnamese,4,0.1
square_enix,Octopath Traveler II,brazilian,39,0.8
square_enix,Octopath Traveler II,czech,1,0.0
square_enix,Octopath Traveler II,danish,1,0.0
square_enix,Octopath Traveler II,dutch,7,0.1
square_enix,Octopath Traveler II,english,1627,32.6
square_enix,Octopath Traveler II,finnish,1,0.0
square_enix,Octopath Traveler II,french,90,1.8
square_enix,Octopath Traveler II,german,72,1.4
square_enix,Octopath Traveler II,greek,1,0.0
square_enix,Octopath Traveler II,hungarian,1,0.0
square_enix,Octopath Traveler II,italian,31,0.6
square_enix,Octopath Traveler II,japanese,184,3.7
square_enix,Octopath Traveler II,koreana,383,7.7
square_enix,Octopath Traveler II,latam,23,0.5
square_enix,Octopath Traveler II,polish,14,0.3
square_enix,Octopath Traveler II,portuguese,1,0.0
square_enix,Octopath Traveler II,romanian,1,0.0
square_enix,Octopath Traveler II,russian,13,0.3
square_enix,Octopath Traveler II,schinese,2054,41.2
square_enix,Octopath Traveler II,spanish,107,2.1
square_enix,Octopath Traveler II,swedish,7,0.1
square_enix,Octopath Traveler II,tchinese,307,6.2
square_enix,Octopath Traveler II,thai,17,0.3
square_enix,Octopath Traveler II,ukrainian,2,0.0
square_enix,Octopath Traveler II,vietnamese,1,0.0
take_two,Borderlands 3,brazilian,261,5.2
take_two,Borderlands 3,bulgarian,2,0.0
take_two,Borderlands 3,czech,28,0.6
take_two,Borderlands 3,danish,8,0.2
take_two,Borderlands 3,dutch,12,0.2
take_two,Borderlands 3,english,2522,49.8
take_two,Borderlands 3,finnish,9,0.2
take_two,Borderlands 3,french,130,2.6
take_two,Borderlands 3,german,180,3.6
take_two,Borderlands 3,greek,2,0.0
take_two,Borderlands 3,hungarian,14,0.3
take_two,Borderlands 3,indonesian,1,0.0
take_two,Borderlands 3,italian,39,0.8
take_two,Borderlands 3,japanese,25,0.5
take_two,Borderlands 3,koreana,85,1.7
take_two,Borderlands 3,latam,50,1.0
take_two,Borderlands 3,polish,75,1.5
take_two,Borderlands 3,portuguese,14,0.3
take_two,Borderlands 3,romanian,3,0.1
take_two,Borderlands 3,russian,446,8.8
take_two,Borderlands 3,schinese,816,16.1
take_two,Borderlands 3,spanish,218,4.3
take_two,Borderlands 3,swedish,13,0.3
take_two,Borderlands 3,tchinese,23,0.5
take_two,Borderlands 3,thai,6,0.1
take_two,Borderlands 3,turkish,41,0.8
take_two,Borderlands 3,ukrainian,41,0.8
take_two,Borderlands 3,vietnamese,3,0.1
take_two,GTA V,brazilian,527,10.4
take_two,GTA V,bulgarian,7,0.1
take_two,GTA V,czech,48,0.9
take_two,GTA V,danish,14,0.3
take_two,GTA V,dutch,15,0.3
take_two,GTA V,english,1346,26.6
take_two,GTA V,finnish,16,0.3
take_two,GTA V,french,61,1.2
take_two,GTA V,german,94,1.9
take_two,GTA V,greek,5,0.1
take_two,GTA V,hungarian,9,0.2
take_two,GTA V,indonesian,18,0.4
take_two,GTA V,italian,22,0.4
take_two,GTA V,japanese,6,0.1
take_two,GTA V,koreana,79,1.6
take_two,GTA V,latam,28,0.6
take_two,GTA V,norwegian,8,0.2
take_two,GTA V,polish,110,2.2
take_two,GTA V,portuguese,18,0.4
take_two,GTA V,romanian,15,0.3
take_two,GTA V,russian,1546,30.5
take_two,GTA V,schinese,398,7.9
take_two,GTA V,spanish,222,4.4
take_two,GTA V,swedish,26,0.5
take_two,GTA V,tchinese,21,0.4
take_two,GTA V,thai,21,0.4
take_two,GTA V,turkish,288,5.7
take_two,GTA V,ukrainian,95,1.9
take_two,GTA V,vietnamese,6,0.1
take_two,Red Dead Redemption 2,brazilian,406,8.2
take_two,Red Dead Redemption 2,bulgarian,1,0.0
take_two,Red Dead Redemption 2,czech,20,0.4
take_two,Red Dead Redemption 2,danish,11,0.2
take_two,Red Dead Redemption 2,dutch,13,0.3
take_two,Red Dead Redemption 2,english,1904,38.3
take_two,Red Dead Redemption 2,finnish,12,0.2
take_two,Red Dead Redemption 2,french,62,1.2
take_two,Red Dead Redemption 2,german,98,2.0
take_two,Red Dead Redemption 2,greek,3,0.1
take_two,Red Dead Redemption 2,hungarian,7,0.1
take_two,Red Dead Redemption 2,indonesian,14,0.3
take_two,Red Dead Redemption 2,italian,20,0.4
take_two,Red Dead Redemption 2,japanese,11,0.2
take_two,Red Dead Redemption 2,koreana,136,2.7
take_two,Red Dead Redemption 2,latam,76,1.5
take_two,Red Dead Redemption 2,norwegian,14,0.3
take_two,Red Dead Redemption 2,polish,98,2.0
take_two,Red Dead Redemption 2,portuguese,17,0.3
take_two,Red Dead Redemption 2,romanian,6,0.1
take_two,Red Dead Redemption 2,russian,440,8.8
take_two,Red Dead Redemption 2,schinese,895,18.0
take_two,Red Dead Redemption 2,spanish,268,5.4
take_two,Red Dead Redemption 2,swedish,31,0.6
take_two,Red Dead Redemption 2,tchinese,24,0.5
take_two,Red Dead Redemption 2,thai,29,0.6
take_two,Red Dead Redemption 2,turkish,305,6.1
take_two,Red Dead Redemption 2,ukrainian,41,0.8
take_two,Red Dead Redemption 2,vietnamese,14,0.3
ubisoft,Assassin's Creed Mirage,brazilian,278,5.5
ubisoft,Assassin's Creed Mirage,bulgarian,4,0.1
ubisoft,Assassin's Creed Mirage,czech,43,0.8
ubisoft,Assassin's Creed Mirage,danish,5,0.1
ubisoft,Assassin's Creed Mirage,dutch,10,0.2
ubisoft,Assassin's Creed Mirage,english,2118,41.8
ubisoft,Assassin's Creed Mirage,finnish,6,0.1
ubisoft,Assassin's Creed Mirage,french,111,2.2
ubisoft,Assassin's Creed Mirage,german,170,3.4
ubisoft,Assassin's Creed Mirage,greek,3,0.1
ubisoft,Assassin's Creed Mirage,hungarian,12,0.2
ubisoft,Assassin's Creed Mirage,indonesian,8,0.2
ubisoft,Assassin's Creed Mirage,italian,44,0.9
ubisoft,Assassin's Creed Mirage,japanese,9,0.2
ubisoft,Assassin's Creed Mirage,koreana,86,1.7
ubisoft,Assassin's Creed Mirage,latam,50,1.0
ubisoft,Assassin's Creed Mirage,norwegian,7,0.1
ubisoft,Assassin's Creed Mirage,polish,130,2.6
ubisoft,Assassin's Creed Mirage,portuguese,21,0.4
ubisoft,Assassin's Creed Mirage,romanian,8,0.2
ubisoft,Assassin's Creed Mirage,russian,778,15.3
ubisoft,Assassin's Creed Mirage,schinese,667,13.2
ubisoft,Assassin's Creed Mirage,spanish,196,3.9
ubisoft,Assassin's Creed Mirage,swedish,8,0.2
ubisoft,Assassin's Creed Mirage,tchinese,28,0.6
ubisoft,Assassin's Creed Mirage,thai,22,0.4
ubisoft,Assassin's Creed Mirage,turkish,147,2.9
ubisoft,Assassin's Creed Mirage,ukrainian,98,1.9
ubisoft,Assassin's Creed Mirage,vietnamese,5,0.1
ubisoft,Assassin's Creed Shadows,brazilian,179,3.5
ubisoft,Assassin's Creed Shadows,bulgarian,3,0.1
ubisoft,Assassin's Creed Shadows,czech,37,0.7
ubisoft,Assassin's Creed Shadows,danish,8,0.2
ubisoft,Assassin's Creed Shadows,dutch,15,0.3
ubisoft,Assassin's Creed Shadows,english,1808,35.6
ubisoft,Assassin's Creed Shadows,finnish,9,0.2
ubisoft,Assassin's Creed Shadows,french,117,2.3
ubisoft,Assassin's Creed Shadows,german,196,3.9
ubisoft,Assassin's Creed Shadows,greek,4,0.1
ubisoft,Assassin's Creed Shadows,hungarian,24,0.5
ubisoft,Assassin's Creed Shadows,indonesian,16,0.3
ubisoft,Assassin's Creed Shadows,italian,34,0.7
ubisoft,Assassin's Creed Shadows,japanese,26,0.5
ubisoft,Assassin's Creed Shadows,koreana,235,4.6
ubisoft,Assassin's Creed Shadows,latam,39,0.8
ubisoft,Assassin's Creed Shadows,norwegian,7,0.1
ubisoft,Assassin's Creed Shadows,polish,95,1.9
ubisoft,Assassin's Creed Shadows,portuguese,9,0.2
ubisoft,Assassin's Creed Shadows,romanian,5,0.1
ubisoft,Assassin's Creed Shadows,russian,562,11.1
ubisoft,Assassin's Creed Shadows,schinese,1330,26.2
ubisoft,Assassin's Creed Shadows,spanish,125,2.5
ubisoft,Assassin's Creed Shadows,swedish,10,0.2
ubisoft,Assassin's Creed Shadows,tchinese,23,0.5
ubisoft,Assassin's Creed Shadows,thai,16,0.3
ubisoft,Assassin's Creed Shadows,turkish,97,1.9
ubisoft,Assassin's Creed Shadows,ukrainian,40,0.8
ubisoft,Assassin's Creed Shadows,vietnamese,5,0.1
ubisoft,Star Wars Outlaws,brazilian,45,0.9
ubisoft,Star Wars Outlaws,czech,7,0.1
ubisoft,Star Wars Outlaws,danish,2,0.0
ubisoft,Star Wars Outlaws,dutch,6,0.1
ubisoft,Star Wars Outlaws,english,4431,87.0
ubisoft,Star Wars Outlaws,finnish,2,0.0
ubisoft,Star Wars Outlaws,french,102,2.0
ubisoft,Star Wars Outlaws,german,226,4.4
ubisoft,Star Wars Outlaws,greek,1,0.0
ubisoft,Star Wars Outlaws,hungarian,6,0.1
ubisoft,Star Wars Outlaws,italian,8,0.2
ubisoft,Star Wars Outlaws,koreana,4,0.1
ubisoft,Star Wars Outlaws,latam,43,0.8
ubisoft,Star Wars Outlaws,norwegian,1,0.0
ubisoft,Star Wars Outlaws,polish,25,0.5
ubisoft,Star Wars Outlaws,portuguese,3,0.1
ubisoft,Star Wars Outlaws,russian,79,1.6
ubisoft,Star Wars Outlaws,schinese,10,0.2
ubisoft,Star Wars Outlaws,spanish,74,1.5
ubisoft,Star Wars Outlaws,swedish,7,0.1
ubisoft,Star Wars Outlaws,tchinese,2,0.0
ubisoft,Star Wars Outlaws,turkish,3,0.1
ubisoft,Star Wars Outlaws,ukrainian,7,0.1
